"Title","LA other short-term assets                                              ","Central government Net Cash Requirement (Own Account): £m: CPNSA        ","Official reserves outstanding : total #m                                ","Central government Net Cash Requirement: £m: CPNSA                      ","Central Government: Capital transfers to CG: (£m)                       ","Public sector consolidated total debt: Nominal values                   ","PSNB as a % of GDP (rolling 4 quarter average)                          ","PS current budget as a % of GDP (rolling 4 quarter average)             ","PC MFI Net borrowing                                                    ","General government consolidated gross debt - nominal values             ","CG gross debt: Total                                                    ","CG: Impact of APF transfers on CGNB: £m                                 ","Central Government: Pension contributions: (£m)                         ","Central Government: Other (residual), Other taxes: (£m)                 ","Central Government: Total revenue: (£m)                                 ","Central Government: Total taxes: (£m)                                   ","Central Government: Total current expenditure: (£m)                     ","Central Government: Other interest and dividends: (£m)                  ","PC MFI Net Cash requirement                                             ","Central Government: Total capital expenditure: (£m)                     ","Central Government: Other (residual), Other receipts: (£m)              ","Inland Revenue : petroleum revenue tax receipts £ million               ","Central Government: Taxes reveivable: (£m)                              ","Market holdings of gilts: Total                                         ","Central Government: Other taxes on income and wealth: (£m)              ","Network Rail Bonds element of CG Gross Debt: (£m)                       ","Market holdings of sterling Treasury bills                              ","Central Government: Total expenditure: (£m)                             ","Central Government: Purchase of goods and services: (£m)                ","Central Government: Consolidated Fund Cash receipts from IR: Corporation Tax: £m","Central Government: Taxes on alcohol: (£m)                              ","Central Government: Public service pension payments: (£m)               ","Central Government: Other taxes on production: (£m)                     ","Central Government: Capital grants to local government: (£m)            ","Central Government: Other income tax: (£m)                              ","Central Government: Capital grants to public corporations: (£m)         ","Central Government: PAYE Income Tax: (£m)                               ","Financial PCs Gross debt                                                ","CG D.76u VAT and GNI based EU own resource                              ","Central Government: Capital transfer from CG: (£m)                      ","CG: Market output and output for own final use: £m: NSA                 ","General Government Net Borrowing (B.9g): £m CPNSA                       ","CG Gilts adjustments (ESA10)                                            ","CG Other miscellaneous transactions (ESA10)                             ","NS outstanding: contribution to PSNCR financing #m                      ","CG Net acquisition of company securities (ESA10)                        ","CG Accounts receivable/payable (F7)                                     ","Central Government: Cash Outlays: Net departmental outlays: £m          ","LG Gross Debt (Unconsolidated) Total: Maastricht News Release Table 2   ","Central Government: Cash Outlays: Total: £m                             ","General Government Net Debt: (£m)                                       ","Central Government: Cash Receipts: Total: £m                            ","General Government liquid assets: (£m)                                  ","Accrued interest on index-linked gilts (gross) net of redemptions (Same as NMQZ)","Central Government: Cash Outlays: Interest payments: £m                 ","Public sector net debt £ million                                        ","Central Government: Cash Receipts: Interest and dividends: £m           ","CG Net lending to private sector and abroad (ESA10)                     ","Public sector liquid assets                                             ","Central Government: Cash Receipts: Other: £m                            ","BEAPFF - Loan liability (£m)                                            ","PSND (excluding NR) as a % of GDP                                       ","PSEX Series                                                             ","CG: Rent, received: D45: CP NSA                                         ","CG: COFOG :D3 Subsidies, Total paid CP NSA                              ","PSEX Series                                                             ","ESA95: CG uses: D621: Social security benefits in cash: CP NSA          ","Public corporations contribution to PSNCR: £m: CPNSA                    ","PSex: Net Aquisition of Company Securities: £m CPNSA                    ","PSex: Surplus on Current Budget: £m CPNSA                               ","PSex: Accounts Receivable / Payable: £m CPNSA                           ","Local government contribution to PSNCR: £m: CPNSA                       ","PSex: Net Lending to Private Sector and RoW: £m CPNSA                   ","PSex: Net Cash Requirement: £m CPNSA                                    ","REC3 Official Reserves                                                  ","PSex: Adjustments for Interest on Gilts: £m CPNSA                       ","PSCB as a % of GDP (rolling 4 quarter average)                          ","PSex: Other Financial Transactions: £m CPNSA                            ","REC3 National Savings                                                   ","Central Government: Taxes on income receivable: £m CPNSA                ","APF gilt holdings at nominal value                                      ","CG:uses:current transfers within General Government:D73:Total CP NSA    ","PSex: Net investment: £m CPNSA                                          ","REC3 Other                                                              ","Central Government: Compulsory social contributions receivable: £m: CPNSA","REC3 Debt Management Account                                            ","REC3 Foreign Currency                                                   ","Central Government: Total Current Receipts receivable: £m: CPNSA        ","CG: Total compensation of employees, paid (D1)                          ","CGNCR: Central Government on-lending to Local government: £m: CPNSA     ","Gross Operating Surplus: General Government: Central: CP NSA            ","Central Government: Final consumption expenditure: P3 Total: CP NSA     ","CG debt: Other sterling debt & Foreign Currency (PSND)                  ","CG Deposits and other short term assets: Other liquid assets (PSND): (£m)","New PS Ex: PSex/PSBGs cross holdings of debt: (£m)                      ","Central Government: Capital transfers to Asset Purchase Facility (APF): (£m)","Public sector finances: Central Government: Surplus on Current Budget: £m: CPNSA","Hydrocarbon oils (accrued)                                              ","NRAM and B&B element of CG Gross Debt                                   ","BEAPFF - Interest receivable (£m)                                       ","BEAPFF - Interest payable (£m)                                          ","Central Government: Current expenditure: Total payable: £m: CPNSA       ","BEAPFF - Net interest received (£m)                                     ","Television Licence Tax (excl licence fees paid by DWP for over-75s 2000/01)","Central Government: Taxes on production and imports, receivable: £m CPNSA","Local Government:LI:LEVEL:Loans: (Equals NJJA) CP NSA                   ","HMRC cash receipts: Stamp Duties: shares (UK Total)                     ","LA debt: level: bank and building society deposits                      ","CG: social security contributions - cash receipts                       ","CG liquid assets: level: Other central government liquid assets (PSND)  ","CG liquid assets: level: bank and building society deposits (PSND)      ","Central Government: Current expenditure: Other payable: £m: CPNSA       ","Central Government: Taxes (not on production or income) receivable: £m: CPNSA","PSND (excluding NR)                                                     ","Central Government: Other income receivable: £m: CPNSA                  ","CG: NNDR accrued receipts (dist to LAs - CG contribution)               ","Central Government: Interest and dividends receivable: £m: CPNSA        ","CG: Net Cash Requirement (Own Account) ex. UKAR ex. Network Rail: £m    ","CG: Net Cash Requirement ex. UKAR: £m                                   ","Public corporations Net Borrowing (B.9g): £m CPNSA                      ","PSF3A: Total current expenditure (excluding debt interest payments)     ","CG: UKAR contribution to CG Net Cash Requirement: £m                    ","Public sector finances: Current Budget Deficit: £m CPNSA                ","PSF3A: Income tax and NICs                                              ","Central Government: Taxes on production and imports, receivable: VAT: £m CPNSA","CG uses: D.623: social assistance benefits in cash (to HH): CP NSA      ","Central Government: Consolidated Fund Cash receipts from IR: Income Tax: £m","Network Rail: Net Cash Requirement                                      ","CG: APF Cash transfer: CPNSA: £m                                        ","Public corporations Net Cash Requirement: £m: CPNSA                     ","CG: Miscellaneous current transfers, paid to other sectors: CP NSA      ","CGNCR: Central Government on-lending to Public corporations: £m: CPNSA  ","Local government Net Cash Requirement: £m: CPNSA                        ","PS Consolidated Gross Debt: Less lg/nfpcs cross holdings of debt        ","PS Consolidated Gross Debt: Less cg/nfpcs cross holdings of debt        ","PC: PC Gross Debt Held by All Other Sectors (including CG)              ","GG consolidated gross debt less LG/CG holdings                          ","Central Government: Current international cooperation, received (D74): CP NSA","Public sector finances: Net Investment: £m CPNSA                        ","Household Expenditure: Motor vehicle licences £m CURR NSA               ","Central Government: Taxes paid on income by Corporations: £m CPNSA      ","Public sector finances: Net Borrowing (B.9g): £m CPNSA                  ","PSex: Net Borrowing: £m CPNSA                                           ","Central Government: Current expenditure: Net Social Benefits payable: £m: CPNSA","Public sector finances: Central Government: Net Investment: £m: CPNSA   ","PSNB excluding financial interventions (as a % of GDP)                  ","Central Government: Taxes paid on income by Households: £m CPNSA        ","CG: cash receipts: net Self assessment- income tax                      ","CG: Current international co-operation, paid: D74: CP NSA               ","CG ESA 10: Capital grants from private sector D92&D99                   ","Central Government: Consolidated fund Cash receipts from Customs & Excise:VAT £m","CG ESA 10: capital grants to private sector: D92&D99                    ","ESA10: CG: Other capital transfers, received from general government    ","ESA:LA:LI:LEVEL:Long term - bonds                                       ","Central Government: Capital Gains and Legacy Tax: (£m)                  ","Bank of England contributions to PSND                                   ","Central Government: Gross Capital Formation: (£m)                       ","PS liquid assets: less lg deposits and other short term assets with psbgs","PS liquid assets: less cg deposits and other short term assets with psbgs","Gilts - Discount/premia - Cash                                          ","Central Government: Current grants to CG: (£m)                          ","Public sector finances: Net debt (as a percentage of GDP at market prices):CPNSA","PSNDX (millions)                                                        ","Public sector finances: Net Debt: £billion CPNSA                        ","Central Government: Cash Outlays: Net acquisition of company securities: £m","Public Sector Net Cash Requirement: £m: CPNSA                           ","Recurrent Taxes paid by Others: Motor Vehicles: Total NES 5212(OECD Tax Return)","Public sector finances: Central Government: Depreciation: £m: CPNSA     ","Central Government Net Borrowing (B.9g): £m CPNSA                       ","CG NSA for CGNCR to CGND reconciliation: Debt Cancellation              ","Central Government: Stamp duty (land&prop) plus tax on enveloped dwellings: (£m)","CG NSA for CGNCR to CGND reconciliation: Change in CG debt (ex NRAM, B&B and NR)","Bank Levy: Accrued Receipts                                             ","Central Government: Capital grants received from public corporations: £m","ESA:LA:LI:LEVEL:Short term - money market instruments (MMIs)            ","Local Government Net Borrowing (B.9g): £m CPNSA                         ","Public sector finances: Central Government: Saving, and capital taxes: £m: CPNSA","PS Consolidated Gross Debt Less cg/psbgs cross holdings of debt         ","PS Ex Consolidated Gross Debt                                           ","Central Government: Current expenditure: Interest payable: £m: CPNSA    ","#FA: CG: Liabs: Level: Tax instruments                                  ","PS liquid assets: nfpcs deposits and other short term assets            ","PS liquid assets: lg deposits and other short term assets               ","Central govt receipts: taxes on expenditure: tobacco                    ","PS liquid assets: cg deposits and other short term assets               ","PS Consolidated Gross Debt Less lg/psbgs cross holdings of debt         ","PSNI excluding financial interventions (as a % of GDP)                  ","PSNI as a % of GDP (rolling 4 quarter average)                          ","PS liquid assets: psbgs liquid assets                                   ","CG Cash receipts: HM Revenue and Customs                                ","Total PS liquid assets                                                  "
"1997 JAN","73","-9795","26353","-9883","1","393017",,,"0","400528","393066","0","717","206","35468","29047","25241","694","0","2206","52","51","29047","296358","0","0","2190","26993","3409","7263","315","907","488","356","6099","184","5390","0","736","927","331","5222","-410","-106","63130","79","-1592","22579","52320","24808","364483","34603","36045","100","2229","352781","682","50","39382","2391","0","39.0","5","7","376","-8","3710","150","49","10259","-1399","-427","63","-10166","0","-409",,"289","0","19164","0","4202","-1216","-619","4071","0","0","25397","3851","108","704","7633","30669","0","0","0","47","1211","0","0","0","24647","0","196","8672","51436","119","11227","4916","0","2729","14108","681","352.8","827","1031","694","-9795","-9883","61","21575","0","10259","16283","4793","3643","12390","0","0","92","819","-58","-319","-124","-22591","15204","-44858","250","-1216","279","7877","5288","5288","7481","-1587",,"11850","0","230","1","4791","470","0","702","4","-862","1279","0","0","-2","250","39.0","352781","352.8","0","-10166","98","704","4481","0","179","-10282","0","0","0","741","750","0","393017","2746","719","3337","11300","658","2729","0",,,"0","31530","39382"
"1997 FEB","53","-1314","25652","-1486","1","390127",,,"0","397599","390615","0","717","239","27528","20879","25292","644","0","2196","51","68","20879","296708","0","0","2174","28109","3460","540","357","802","592","356","5023","184","5362","0","736","945","382","-3718","-152","-108","63192","3","1407","21691","51599","23805","362504","25119","35095","34","2114","350915","632","68","38352","265","0","38.7","5","259","376","-9","3475","-1023","-260","1952","1163","-1034","81","-2294","0","-151",,"-485","0","11182","0","5720","-1344","87","4071","0","0","25397","3851","132","704","7633","27813","0","0","0","47","1380","0","0","0","24647","0","196","8672","51297","105","11573","3742","0","1610","15720","714","350.9","1078","1031","644","-1314","-1486","797","22848","0","1952","15007","4274","3644","10025","0","0","-976","819","47","-902","64","-22643","15107","-44615","250","-1344","279","562","-2916","-2916","7481","-1587",,"10574","0","230","1","5312","470","0","712","4","-869","1251","0","0","0","250","38.7","350915","350.9","0","-2294","125","704","-3933","0","157","-1175","0","0","0","215","750","0","390127","2572","728","3257","11626","655","1610","0",,,"0","24222","38352"
"1997 MAR","3256","5802","25547","5404","3","392815",,,"0","399509","392264","0","717","259","25644","18783","25294","1091","0","2211","51","130","18783","283404","0","0","4996","28676","3463","855","422","1142","625","357","397","184","6588","0","735","960","385","-5680","-36","-106","61754","-214","3417","24775","49861","26769","357310","20967","42199","-204","1994","346990","1077","-486","45030","2088","0","39.9","7","12","377","-6","3748","1078","-282","-3275","3205","165","-472","7221","0","-34",,"-255","0","8433","0","6133","-1193","328","4071","0","0","25397","3852","-14","703","7633","41257","0","0","0","46","1392","0","0","0","24646","0","195","8673","51158","166","11313","3905","0","2083","16216","734","347.0","830","886","1091","5802","5404","-1051","23953","0","-3275","11881","4576","3639","6329","0","0","997","820","-81","151","-255","-22684","16245","-42616","249","-1193","280","929","-6724","-6724","7480","-1587",,"7448","0","229","3","2743","470","0","721","2","-876","1251","0","0","-241","249","39.9","346990","347.0","0","7221","176","703","-5169","0","250","5490","0","0","0","-511","751","0","392815","2008","853","2831","14569","652","2083","0",,,"0","17802","45030"
"1997 APR","2423","-1119","25505","-1598","2","395144",,,"0","402319","393426","0","710","227","21984","15979","23596","651","0","1248","24","67","15979","286017","-1257","0","5396","24844","3378","2508","468","1018","485","163","2","149","5157","0","413","589","340","-3068","-777","-51","61900","-155","-2388","21094","52071","22694","364017","23813","38302","238","1760","353138","772","-608","41205","1365","0","40.5","7","5","258","-6","3687","-244","-134","-2813","-2039","1323","-610","-525","0","-779",,"389","0","6309","0","4857","165","2697","4192","0","0","21563","3724","-480","712","7474","39294","0","0","0","-2326","1480","0","0","0","23177","0","120","9080","51348","96","8497","4827","0","1877","13764","590","353.1","741","1086","651","-1119","-1598","413","21434","0","-2813","9351","4555","3675","7681","0","0","-243","762","1","843","-301","-22574","15700","-43178","81","165","243","1150","-2648","-2648","7670","-534",,"5159","0","81","2","4714","277","0","720","19","-883","659","0","0","73","81","40.5","353138","353.1","-160","-525","117","712","-2860","0","144","1410","0","0","3","-208","-1614","0","395144","1743","819","2903","10920","649","1877","0",,,"0","21676","41205"
"1997 MAY","1248","4390","25548","5655","2","399233",,,"0","406552","398559","0","710","227","21985","16030","23680","651","0","1248","24","57","16030","289290","888","0","4451","24928","3327","293","480","1018","506","163","-40","149","5199","0","413","589","289","-3151","-600","1067","61884","-217","1175","21307","52264","22982","368586","18592","37966","239","1896","357423","557","22","41003","1636","0","40.8","6","6","258","-6","3687","-248","-196","-2897","1219","-1232","20","4169","0","-602",,"996","0","6309","0","4857","165","-399","4192","0","0","21615","3724","1229","712","7474","42123","0","0","0","-2409","1546","0","0","0","23312","0","120","9131","51539","96","9528","3997","0","1642","13764","590","357.4","742","1086","651","4390","5655","413","21434","0","-2896","9351","4511","3675","5370","0","0","-212","762","36","-3","-271","-22697","15649","-44271","81","165","243","1150","-2732","-2732","7670","-534",,"5159","0","81","2","4252","277","0","719","19","-891","659","0","0","-170","81","40.8","357423","357.4","-221","4169","117","712","-2943","0","144","5325","0","0","6","-208","-1697","0","399233","1878","811","3037","10776","645","1642","0",,,"0","16399","41003"
"1997 JUN","94","4921","24851","4900","0","404737",,,"0","411607","403386","0","707","227","22130","16197","25354","653","0","1260","28","38","16197","292678","369","0","3735","26614","3296","621","467","1011","525","165","-264","151","5430","0","411","600","259","-4690","1443","-1010","61961","-715","679","20483","52456","23365","375189","18444","36418","0","3596","364450","522","40","39475","1979","0","41.5","7","11","260","-6","3684","3","-695","-4432","880","-389","39","4508","0","1442",,"-1431","0","6316","0","4858","159","210","4193","0","0","21792","3725","26","710","7472","44209","0","0","0","-3934","1670","0","0","0","25016","0","122","9290","51729","96","9609","3703","0","1864","13770","591","364.5","749","1085","653","4921","4900","410","21433","0","-4433","9359","4543","3675","5368","0","0","-44","767","-47","-363","-260","-22478","15868","-44235","82","159","242","1150","-4273","-4273","7663","-550",,"5166","0","84","0","3100","284","0","718","19","-898","660","0","0","192","82","41.5","364450","364.5","-714","4508","119","710","-4484","0","143","5302","0","0","9","-206","-3224","0","404737","3583","803","3057","9703","642","1864","0",,,"0","15943","39475"
"1997 JUL","143","-3500","24847","-3556","1","401111",,,"0","408686","400522","0","782","234","24168","17956","24571","636","0","1474","22","82","17956","295390","-1737","0","3709","26045","3192","4028","495","1101","500","203","857","50","5324","0","535","570","259","-2212","-479","-2870","62103","5","-2124","21955","52406","24023","371751","27523","36935","35","2068","360514","534","91","39779","2364","0","40.8","7","100","367","-6","3746","-99","20","-1709","-2482","16","83","-3645","0","-478",,"-2691","0","8345","0","4759","-194","548","4271","0","0","23700","3853","-42","715","7501","38521","0","0","0","-1119","1356","0","0","0","24104","0","151","8962","51686","117","9838","4158","0","2107","13987","649","360.5","837","1087","636","-3500","-3556","302","21791","0","-1709","10452","4492","3739","9766","0","0","-113","887","-14","-26","-262","-22838","15525","-44242","141","-194","264","2164","-1903","-1903","7804","-758",,"6181","0","79","1","5007","317","0","714","14","-905","904","0","0","-130","141","40.8","360514","360.5","0","-3645","100","715","-1877","0","176","-3103","0","0","6","-335","-404","0","401111","2313","799","2844","9981","639","2107","0",,,"0","24625","39779"
"1997 AUG","133","2251","25275","2403","1","403282",,,"0","411084","403045","0","782","234","24661","18445","24529","636","0","1474","22","49","18445","294172","1632","0","4680","26003","3195","320","466","1101","515","203","956","50","5225","0","535","570","262","-1677","-475","2530","62239","3","-1173","21465","52356","23486","373845","21235","37239","177","2023","362095","440","24","40363","1838","0","40.8","7","101","367","-5","3746","-451","18","-1174","-1603","-579","16","1368","0","-474",,"2043","0","8345","0","4759","-194","-34","4271","0","0","24190","3853","175","715","7501","41163","0","0","0","-584","1767","0","0","0","24059","0","151","9451","51643","117","10246","3925","0","1585","13987","649","362.1","838","1087","636","2251","2403","302","21791","0","-1174","10452","4587","3739","6545","0","0","-474","887","-23","-404","-251","-23013","15462","-44317","141","-194","264","2164","-1368","-1368","7804","-758",,"6181","0","79","1","4120","317","0","710","14","-912","904","0","0","71","141","40.8","362095","362.1","-2","1368","100","715","-1342","0","176","2617","0","0","3","-335","131","0","403282","2268","791","3124","10379","636","1585","0",,,"0","18957","40363"
"1997 SEP","91","3131","25621","2833","2","407218",,,"0","414424","406243","0","782","231","24676","18458","24790","636","0","1482","25","31","18458","292626","105","0","3918","26272","3187","2046","457","1107","535","201","711","57","5475","0","535","577","253","-1930","52","267","62389","-692","1853","21734","52306","23349","375866","20218","38558","0","2282","364792","888","55","41595","2976","0","41.0","7","106","366","-6","3745","-192","-674","-1428","1602","275","51","2910","0","54",,"256","0","8350","0","4759","-193","-1007","4272","0","0","24213","3854","-263","716","7504","46517","0","0","0","-832","1560","0","0","0","24329","0","150","9463","51600","118","10120","3935","0","2726","13991","645","364.8","847","1086","636","3131","2833","302","21803","0","-1428","10458","4799","3742","4589","0","0","-227","891","-35","12","-278","-22730","15802","-44125","142","-193","264","2164","-1621","-1621","7812","-764",,"6186","0","78","2","3191","319","0","706","0","-920","905","0","0","-115","142","41.0","364792","364.8","-667","2910","100","716","-1596","0","175","1711","0","0","0","-334","-116","0","407218","2526","793","3037","10211","633","2726","0",,,"0","16354","41595"
"1997 OCT","101","-5857","23379","-5034","2","398595",,,"0","406325","398819","0","769","224","27190","21039","23880","682","0","1572","23","29","21039","294237","-4768","0","3041","25452","3572","9752","592","959","511","220","424","129","5378","0","268","658","228","1683","-1157","-3096","62619","3","-174","22853","52550","24436","370392","30293","35933","218","1584","358879","643","305","38879","1578","0","40.2","7","7","228","-6","3855","27","28","2177","185","-614","269","-5627","0","-1159",,"-2988","0","10856","0","4954","-215","653","4333","0","0","26805","3801","850","721","7866","38146","0","0","0","2587","1600","0","0","0","23497","0","203","9527","51842","118","10682","4425","0","1771","14126","656","358.9","751","1087","682","-5857","-5034","272","21965","0","2177","10135","4695","3794","5861","0","0","0","820","-27","236","-280","-22809","15359","-45044","107","-215","229","5054","1962","1962","7839","-849",,"5802","0","97","2","5118","309","0","706","0","-927","914","0","0","-64","107","40.2","358879","358.9","-1","-5627","118","721","1738","0","176","-4227","0","0","2","-55","3308","0","398595","1532","776","2946","10783","630","1771","0",,,"0","28072","38879"
"1997 NOV","154","3681","22818","3582","2","402757",,,"0","410677","402712","0","769","224","27761","21625","24348","682","0","1572","23","69","21625","294557","4363","0","2662","25920","3556","622","684","959","542","220","323","129","5479","0","268","658","212","1786","-439","5176","62717","-4","645","20961","52795","23024","374786","19343","35891","146","2068","362733","629","144","39181","1848","0","40.5","6","8","228","-6","3855","-679","21","2279","753","-505","108","2392","0","-441",,"4015","0","10856","0","4954","-215","763","4333","0","0","27392","3801","-121","721","7866","42008","0","0","0","2690","1774","0","0","0","23981","0","203","10113","52085","118","11211","3353","0","1708","14126","656","362.7","752","1087","682","3681","3582","272","21965","0","2280","10135","4997","3794","4640","0","0","-657","820","22","-626","-264","-22965","15309","-44830","107","-215","229","5054","2064","2064","7839","-849",,"5802","0","97","2","4404","309","0","706","0","-934","914","0","0","26","107","40.5","362733","362.7","-5","2392","118","721","1841","0","176","4517","0","0","4","-55","3411","0","402757","2016","768","3290","11365","617","1708","0",,,"0","16866","39181"
"1997 DEC","95","160","22849","323","1","404246",,,"0","411845","403749","0","766","220","27193","21045","26450","684","0","1570","25","44","21045","297164","3015","0","2265","28020","3562","1994","590","959","538","220","-146","133","5946","0","270","661","219","-882","1490","-1550","62839","6","-654","23460","53039","27615","375525","27455","36320","332","4155","363976","661","41","39422","2513","0","40.5","7","9","230","-6","3855","283","33","-395","-590","279","5","879","0","1489",,"-663","0","10853","0","4954","-210","-270","4336","0","0","26819","3801","135","720","7864","40759","0","0","0","22","1625","0","0","0","26077","0","202","9541","52327","117","11079","4002","0","2297","14127","651","364.0","754","1085","684","160","323","270","21975","0","-396","10136","4632","3800","4984","0","0","311","817","28","414","-304","-22880","15585","-44943","108","-210","229","5053","-605","-605","7848","-849",,"5800","0","100","1","3833","308","0","706","0","-941","909","0","0","32","108","40.5","363976","364.0","0","879","117","720","-827","0","177","417","0","0","6","-55","742","0","404246","4102","722","3102","11174","660","2297","0",,,"0","24281","39422"
"1998 JAN","80","-11132","22016","-10990","1","392110",,,"0","397264","391498","0","793","214","35651","28265","24787","659","0","2189","27","54","28265","293610","0","0","2380","28359","3537","5898","284","681","487","325","4618","173","5747","0","745","1005","249","8643","-657","-354","64738","5","-411","21330","51765","23178","360338","34310","36926","222","1848","349373","660","97","41837","3145","0","36.9","7","13","316","-6","3539","140","18","10749","-265","-417","89","-11940","0","-655",,"-310","0","17787","0","5018","-1220","-195","4433","0","0","35001","3777","-89","768","7833","30181","0","0","0","9912","1527","0","0","0","24321","0","209","9202","51591","145","11207","4996","0","3356","15460","664","349.4","763","1086","659","-11132","-10990","393","22581","0","10749","16855","5126","3698","12340","0","0","141","948","1","-506","289","-18395","12952","-45999","192","-1220","241","7314","9043","9043","7467","-1437",,"11835","0","196","1","4863","418","0","724","931","-949","1184","0","0","-118","192","36.9","349373","349.4","0","-11940","117","768","8475","0","217","-10962","0","0","5","168","10680","0","392110","2646","589","4911","11287","628","3356","0",,,"0","30505","41837"
"1998 FEB","9","-904","21859","-650","1","391907",,,"0","394599","389273","0","793","243","30390","22903","25913","578","0","2223","28","45","22903","293641","0","0","2350","28425","3564","756","337","742","446","324","4603","172","5547","0","945","1058","276","-351","-598","-334","64454","5","-1037","23177","51493","24887","358882","25791","35717","224","1710","349123","579","69","41880","-385","0","36.7","7","172","316","-5","3637","-309","18","3881","-882","-494","61","-486","0","-596",,"-287","0","12490","0","5633","-1247","-17","4433","0","0","27034","3777","-126","768","7833","28236","0","0","0","846","1683","0","0","0","25420","0","209","8983","50854","148","11588","4769","0","1536","15857","714","349.1","923","1086","578","-904","-650","952","23143","0","3881","16709","4858","3704","11010","0","0","-355","839","-46","-620","291","-17766","14783","-46167","192","-1247","262","608","608","608","7128","-1427",,"11689","0","199","1","5097","437","0","742","849","-956","1165","0","0","0","192","36.7","349123","349.1","0","-486","127","768","-581","0","221","-706","0","0","3","230","1614","0","391907","2094","592","6163","11597","624","1536","0",,,"0","25597","41880"
"1998 MAR","53","6039","21293","5983","3","396326",,,"0","402783","396222","0","792","280","27967","20154","26465","1049","0","2389","26","-10","20154","291021","0","0","2106","29459","3575","804","436","1267","624","340","308","173","7049","0","1145","1210","286","-3680","-153","-535","63271","5","3935","26465","50880","28352","368450","22313","34333","-1","1887","358612","1045","-482","36850","1553","0","39.3","7","27","316","-8","4183","1263","17","-2090","3892","562","-490","7609","0","-151",,"-515","0","8926","0","6249","-1026","1272","4433","0","0","25137","3776","-339","767","7832","39118","0","0","0","-1591","1866","0","0","0","25961","0","208","9616","50118","166","10694","4916","0","2293","15866","817","358.6","777","902","1049","6039","5983","-795","24226","0","-2090","13149","4969","3708","7166","0","0","1204","723","-59","223","292","-22170","15421","-44319","193","-1026","329","985","-4468","-4468","7737","-1441",,"8132","0","199","3","3569","436","0","760","95","-963","1179","0","0","0","193","39.3","358612","358.6","0","7609","149","767","-3032","0","251","7101","0","0","2","-648","-824","0","396326","1877","706","2517","10747","619","2293","0",,,"0","19715","36850"
"1998 APR","100","-3147","22077","-2479","2","394479",,,"0","400432","394510","0","806","239","24766","18850","24757","497","0","1415","26","28","18850","290606","0","0","2297","26172","3599","3046","488","1082","512","150","302","103","5881","0","386","648","276","-2258","-1173","49","64136","-17","-3381","21768","50991","23199","365719","26346","34713","250","1501","355293","483","-31","38318","1077","0","38.8","7","2","206","-8","3900","-611","-108","-1495","-3253","-21","-33","-3119","0","-1176",,"-144","0","8777","0","4590","-100","145","4228","0","0","24315","3760","606","712","7795","36778","0","0","0","-705","1628","0","0","0","24308","0","136","9498","50229","160","10671","4943","0","1865","13833","575","355.3","740","1109","497","-3147","-2479","656","21645","0","-1495","10430","4637","3636","8443","0","0","-549","901","62","585","271","-21586","15362","-45069","79","-100","200","2575","-1595","-1595","7812","-701",,"6202","0","34","2","5164","395","0","760","9","-970","767","0","0","16","79","38.8","355293","355.3","-70","-3119","100","712","-1406","0","241","-2068","0","0","2","-852","7","0","394479","2663","693","3605","10771","623","1865","0",,,"0","24786","38318"
"1998 MAY","143","3108","22383","2724","2","398061",,,"0","403798","397450","0","806","230","22223","16167","25155","645","0","1289","25","27","16167","293259","0","0","2287","26444","3591","337","501","849","559","124","-44","101","5684","0","403","537","268","-3847","-616","26","64173","4","-479","20570","51101","22523","369206","19415","34592","292","1953","358816","631","-48","38374","1631","0","39.0","7","3","206","-7","3748","-1","18","-3750","-333","-173","-50","2543","0","-619",,"-164","0","6009","0","5488","59","-34","4228","0","0","21780","3760","-375","712","7795","37065","0","0","0","-3646","1620","0","0","0","24714","0","136","9568","50340","131","10451","4556","0","1615","14721","590","358.8","740","1109","645","3108","2724","149","22143","0","-3750","9887","4683","3631","5990","0","0","-10","864","-9","-548","348","-21266","15181","-44753","79","59","224","350","-3691","-3691","7422","-575",,"5659","0","44","2","3769","312","0","760","10","-977","752","0","0","-98","79","39.0","358816","358.8","0","2543","110","712","-4221","0","197","2884","0","0","1","374","-2934","0","398061","2571","666","3782","10594","658","1615","0",,,"0","17153","38374"
"1998 JUN","95","6162","21830","6268","1","405018",,,"0","410088","403812","0","808","253","22920","16873","24737","605","0","1378","28","13","16873","293518","0","0","2276","26115","3597","716","516","1051","488","139","-63","102","5819","0","338","629","275","-3146","2022","98","64356","5","843","21691","51212","26017","375742","19855","34346","80","4326","365220","589","-1","38923","2213","0","39.6","7","26","206","-8","3886","-147","28","-2806","1184","-147","-2","5966","0","2018",,"-119","0","6434","0","4935","-51","313","4226","0","0","22470","3761","137","712","7795","43010","0","0","0","-2530","1767","0","0","0","24288","0","137","9714","50451","153","10489","4180","0","1932","14215","725","365.2","766","1108","605","6162","6268","282","21977","0","-2806","10001","4642","3633","5852","0","0","-178","887","-31","-10","379","-20375","14926","-44936","78","-51","335","659","-2857","-2857","7762","-665",,"5775","0","132","1","3404","388","0","760","10","-984","749","0","0","-63","78","39.6","365220","365.2","0","5966","159","712","-3195","0","228","6598","0","0","1","49","-1818","0","405018","2311","652","4577","10584","653","1932","0",,,"0","17053","38923"
