"Title","LA other short-term assets                                              ","Central government Net Cash Requirement (Own Account): £m: CPNSA        ","Official reserves outstanding : total #m                                ","Central government Net Cash Requirement: £m: CPNSA                      ","Central Government: Capital transfers to CG: (£m)                       ","Public sector consolidated total debt: Nominal values                   ","PSNB as a % of GDP (rolling 4 quarter average)                          ","PS current budget as a % of GDP (rolling 4 quarter average)             ","PC MFI Net borrowing                                                    ","General government consolidated gross debt - nominal values             ","CG gross debt: Total                                                    ","CG: Impact of APF transfers on CGNB: £m                                 ","Central Government: Pension contributions: (£m)                         ","Central Government: Other (residual), Other taxes: (£m)                 ","Central Government: Total revenue: (£m)                                 ","Central Government: Total taxes: (£m)                                   ","Central Government: Total current expenditure: (£m)                     ","Central Government: Other interest and dividends: (£m)                  ","PC MFI Net Cash requirement                                             ","Central Government: Total capital expenditure: (£m)                     ","Central Government: Other (residual), Other receipts: (£m)              ","Inland Revenue : petroleum revenue tax receipts £ million               ","Central Government: Taxes reveivable: (£m)                              ","Market holdings of gilts: Total                                         ","Central Government: Other taxes on income and wealth: (£m)              ","Network Rail Bonds element of CG Gross Debt: (£m)                       ","Market holdings of sterling Treasury bills                              ","Central Government: Total expenditure: (£m)                             ","Central Government: Purchase of goods and services: (£m)                ","Central Government: Consolidated Fund Cash receipts from IR: Corporation Tax: £m","Central Government: Taxes on alcohol: (£m)                              ","Central Government: Public service pension payments: (£m)               ","Central Government: Other taxes on production: (£m)                     ","Central Government: Capital grants to local government: (£m)            ","Central Government: Other income tax: (£m)                              ","Central Government: Capital grants to public corporations: (£m)         ","Central Government: PAYE Income Tax: (£m)                               ","Financial PCs Gross debt                                                ","CG D.76u VAT and GNI based EU own resource                              ","Central Government: Capital transfer from CG: (£m)                      ","CG: Market output and output for own final use: £m: NSA                 ","General Government Net Borrowing (B.9g): £m CPNSA                       ","CG Gilts adjustments (ESA10)                                            ","CG Other miscellaneous transactions (ESA10)                             ","NS outstanding: contribution to PSNCR financing #m                      ","CG Net acquisition of company securities (ESA10)                        ","CG Accounts receivable/payable (F7)                                     ","Central Government: Cash Outlays: Net departmental outlays: £m          ","LG Gross Debt (Unconsolidated) Total: Maastricht News Release Table 2   ","Central Government: Cash Outlays: Total: £m                             ","General Government Net Debt: (£m)                                       ","Central Government: Cash Receipts: Total: £m                            ","General Government liquid assets: (£m)                                  ","Accrued interest on index-linked gilts (gross) net of redemptions (Same as NMQZ)","Central Government: Cash Outlays: Interest payments: £m                 ","Public sector net debt £ million                                        ","Central Government: Cash Receipts: Interest and dividends: £m           ","CG Net lending to private sector and abroad (ESA10)                     ","Public sector liquid assets                                             ","Central Government: Cash Receipts: Other: £m                            ","BEAPFF - Loan liability (£m)                                            ","PSND (excluding NR) as a % of GDP                                       ","PSEX Series                                                             ","CG: Rent, received: D45: CP NSA                                         ","CG: COFOG :D3 Subsidies, Total paid CP NSA                              ","PSEX Series                                                             ","ESA95: CG uses: D621: Social security benefits in cash: CP NSA          ","Public corporations contribution to PSNCR: £m: CPNSA                    ","PSex: Net Aquisition of Company Securities: £m CPNSA                    ","PSex: Surplus on Current Budget: £m CPNSA                               ","PSex: Accounts Receivable / Payable: £m CPNSA                           ","Local government contribution to PSNCR: £m: CPNSA                       ","PSex: Net Lending to Private Sector and RoW: £m CPNSA                   ","PSex: Net Cash Requirement: £m CPNSA                                    ","REC3 Official Reserves                                                  ","PSex: Adjustments for Interest on Gilts: £m CPNSA                       ","PSCB as a % of GDP (rolling 4 quarter average)                          ","PSex: Other Financial Transactions: £m CPNSA                            ","REC3 National Savings                                                   ","Central Government: Taxes on income receivable: £m CPNSA                ","APF gilt holdings at nominal value                                      ","CG:uses:current transfers within General Government:D73:Total CP NSA    ","PSex: Net investment: £m CPNSA                                          ","REC3 Other                                                              ","Central Government: Compulsory social contributions receivable: £m: CPNSA","REC3 Debt Management Account                                            ","REC3 Foreign Currency                                                   ","Central Government: Total Current Receipts receivable: £m: CPNSA        ","CG: Total compensation of employees, paid (D1)                          ","CGNCR: Central Government on-lending to Local government: £m: CPNSA     ","Gross Operating Surplus: General Government: Central: CP NSA            ","Central Government: Final consumption expenditure: P3 Total: CP NSA     ","CG debt: Other sterling debt & Foreign Currency (PSND)                  ","CG Deposits and other short term assets: Other liquid assets (PSND): (£m)","New PS Ex: PSex/PSBGs cross holdings of debt: (£m)                      ","Central Government: Capital transfers to Asset Purchase Facility (APF): (£m)","Public sector finances: Central Government: Surplus on Current Budget: £m: CPNSA","Hydrocarbon oils (accrued)                                              ","NRAM and B&B element of CG Gross Debt                                   ","BEAPFF - Interest receivable (£m)                                       ","BEAPFF - Interest payable (£m)                                          ","Central Government: Current expenditure: Total payable: £m: CPNSA       ","BEAPFF - Net interest received (£m)                                     ","Television Licence Tax (excl licence fees paid by DWP for over-75s 2000/01)","Central Government: Taxes on production and imports, receivable: £m CPNSA","Local Government:LI:LEVEL:Loans: (Equals NJJA) CP NSA                   ","HMRC cash receipts: Stamp Duties: shares (UK Total)                     ","LA debt: level: bank and building society deposits                      ","CG: social security contributions - cash receipts                       ","CG liquid assets: level: Other central government liquid assets (PSND)  ","CG liquid assets: level: bank and building society deposits (PSND)      ","Central Government: Current expenditure: Other payable: £m: CPNSA       ","Central Government: Taxes (not on production or income) receivable: £m: CPNSA","PSND (excluding NR)                                                     ","Central Government: Other income receivable: £m: CPNSA                  ","CG: NNDR accrued receipts (dist to LAs - CG contribution)               ","Central Government: Interest and dividends receivable: £m: CPNSA        ","CG: Net Cash Requirement (Own Account) ex. UKAR ex. Network Rail: £m    ","CG: Net Cash Requirement ex. UKAR: £m                                   ","Public corporations Net Borrowing (B.9g): £m CPNSA                      ","PSF3A: Total current expenditure (excluding debt interest payments)     ","CG: UKAR contribution to CG Net Cash Requirement: £m                    ","Public sector finances: Current Budget Deficit: £m CPNSA                ","PSF3A: Income tax and NICs                                              ","Central Government: Taxes on production and imports, receivable: VAT: £m CPNSA","CG uses: D.623: social assistance benefits in cash (to HH): CP NSA      ","Central Government: Consolidated Fund Cash receipts from IR: Income Tax: £m","Network Rail: Net Cash Requirement                                      ","CG: APF Cash transfer: CPNSA: £m                                        ","Public corporations Net Cash Requirement: £m: CPNSA                     ","CG: Miscellaneous current transfers, paid to other sectors: CP NSA      ","CGNCR: Central Government on-lending to Public corporations: £m: CPNSA  ","Local government Net Cash Requirement: £m: CPNSA                        ","PS Consolidated Gross Debt: Less lg/nfpcs cross holdings of debt        ","PS Consolidated Gross Debt: Less cg/nfpcs cross holdings of debt        ","PC: PC Gross Debt Held by All Other Sectors (including CG)              ","GG consolidated gross debt less LG/CG holdings                          ","Central Government: Current international cooperation, received (D74): CP NSA","Public sector finances: Net Investment: £m CPNSA                        ","Household Expenditure: Motor vehicle licences £m CURR NSA               ","Central Government: Taxes paid on income by Corporations: £m CPNSA      ","Public sector finances: Net Borrowing (B.9g): £m CPNSA                  ","PSex: Net Borrowing: £m CPNSA                                           ","Central Government: Current expenditure: Net Social Benefits payable: £m: CPNSA","Public sector finances: Central Government: Net Investment: £m: CPNSA   ","PSNB excluding financial interventions (as a % of GDP)                  ","Central Government: Taxes paid on income by Households: £m CPNSA        ","CG: cash receipts: net Self assessment- income tax                      ","CG: Current international co-operation, paid: D74: CP NSA               ","CG ESA 10: Capital grants from private sector D92&D99                   ","Central Government: Consolidated fund Cash receipts from Customs & Excise:VAT £m","CG ESA 10: capital grants to private sector: D92&D99                    ","ESA10: CG: Other capital transfers, received from general government    ","ESA:LA:LI:LEVEL:Long term - bonds                                       ","Central Government: Capital Gains and Legacy Tax: (£m)                  ","Bank of England contributions to PSND                                   ","Central Government: Gross Capital Formation: (£m)                       ","PS liquid assets: less lg deposits and other short term assets with psbgs","PS liquid assets: less cg deposits and other short term assets with psbgs","Gilts - Discount/premia - Cash                                          ","Central Government: Current grants to CG: (£m)                          ","Public sector finances: Net debt (as a percentage of GDP at market prices):CPNSA","PSNDX (millions)                                                        ","Public sector finances: Net Debt: £billion CPNSA                        ","Central Government: Cash Outlays: Net acquisition of company securities: £m","Public Sector Net Cash Requirement: £m: CPNSA                           ","Recurrent Taxes paid by Others: Motor Vehicles: Total NES 5212(OECD Tax Return)","Public sector finances: Central Government: Depreciation: £m: CPNSA     ","Central Government Net Borrowing (B.9g): £m CPNSA                       ","CG NSA for CGNCR to CGND reconciliation: Debt Cancellation              ","Central Government: Stamp duty (land&prop) plus tax on enveloped dwellings: (£m)","CG NSA for CGNCR to CGND reconciliation: Change in CG debt (ex NRAM, B&B and NR)","Bank Levy: Accrued Receipts                                             ","Central Government: Capital grants received from public corporations: £m","ESA:LA:LI:LEVEL:Short term - money market instruments (MMIs)            ","Local Government Net Borrowing (B.9g): £m CPNSA                         ","Public sector finances: Central Government: Saving, and capital taxes: £m: CPNSA","PS Consolidated Gross Debt Less cg/psbgs cross holdings of debt         ","PS Ex Consolidated Gross Debt                                           ","Central Government: Current expenditure: Interest payable: £m: CPNSA    ","#FA: CG: Liabs: Level: Tax instruments                                  ","PS liquid assets: nfpcs deposits and other short term assets            ","PS liquid assets: lg deposits and other short term assets               ","Central govt receipts: taxes on expenditure: tobacco                    ","PS liquid assets: cg deposits and other short term assets               ","PS Consolidated Gross Debt Less lg/psbgs cross holdings of debt         ","PSNI excluding financial interventions (as a % of GDP)                  ","PSNI as a % of GDP (rolling 4 quarter average)                          ","PS liquid assets: psbgs liquid assets                                   ","CG Cash receipts: HM Revenue and Customs                                ","Total PS liquid assets                                                  "
"1948",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"420",,"0",,,,,,,,,,,,,,,,,,,,,"557",,,,,"663",,,,"0",,,,,,"1610",,"294","-183",,"335",,,"4218",,,"192","1409",,,,,"593",,,,,"3433",,,"1668",,,,,,,"2211","240",,"145",,"154",,,"60",,,"663",,"0",,,,,,"78",,,,,,,"96","-183",,,"480","480","639","97",,,,"32","245",,"197","0",,,,,,,,,,,,,,,"192","690",,,,,,,"-270","785",,,"520",,,,"598",,,,,,,
"1949",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"505",,"0",,,,,,,,,,,,,,,,,,,,,"509",,,,,"827",,,,"0",,,,,,"1795",,"302","-245",,"436",,,"4552",,,"201","1619",,,,,"711",,,,,"3640",,,"1636",,,,,,,"2408","281",,"153",,"183",,,"77",,,"827",,"0",,,,,,"45",,,,,,,"35","-245",,,"582","582","649","51",,,,"32","306",,"284","0",,,,,,,,,,,,,,,"201","762",,,,,,,"-257","912",,,"519",,,,"599",,,,,,,
"1950",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"547",,"0",,,,,,,,,,,,,,,,,,,,,"460",,,,,"870",,,,"0",,,,,,"1811",,"313","-271",,"440",,,"4608",,,"203","1682",,,,,"717",,,,,"3688",,,"1693",,,,,,,"2447","220",,"158",,"218",,,"52",,,"870",,"0",,,,,,"39",,,,,,,"27","-271",,,"599","599","658","141",,,,"43","275",,"247","0",,,,,,,,,,,,,,,"203","858",,,,,,,"-311","920",,,"520",,,,"601",,,,,,,
"1951",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"10",,"0",,,,,,,,,,,,,,,,,,,,,"452",,,,,"727",,,,"0",,,,,,"1926",,"352","-633",,"452",,,"4955",,,"224","1997",,,,,"624",,,,,"4107",,,"1868",,,,,,,"2783","226",,"178",,"231",,,"84",,,"727",,"0",,,,,,"42",,,,,,,"43","-633",,,"94","94","687","-248",,,,"56","93",,"122","0",,,,,,,,,,,,,,,"224","376",,,,,,,"-366","848",,,"564",,,,"621",,,,,,,
"1952",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-258",,"0",,,,,,,,,,,,,,,,,,,,,"399",,,,,"442",,,,"0",,,,,,"2173",,"389","-716",,"476",,,"5161",,,"248","2411",,,,,"349",,,,,"4564",,,"1860",,,,,,,"2996","193",,"193",,"186",,,"-16",,,"442",,"0",,,,,,"90",,,,,,,"275","-716",,,"-274","-274","865","-162",,,,"60","35",,"99","0",,,,,,,,,,,,,,,"248","187",,,,,,,"-445","597",,,"625",,,,"611",,,,,,,
"1953",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-423",,"0",,,,,,,,,,,,,,,,,,,,,"343",,,,,"391",,,,"0",,,,,,"2116",,"416","-923",,"525",,,"5226",,,"243","2496",,,,,"224",,,,,"4759",,,"1889",,,,,,,"3093","201",,"195",,"222",,,"-109",,,"391",,"0",,,,,,"76",,,,,,,"227","-923",,,"-532","-532","937","-184",,,,"60","17",,"98","0",,,,,,,,,,,,,,,"243","40",,,,,,,"-463","467",,,"658",,,,"628",,,,,,,
"1954",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-142",,"0",,,,,,,,,,,,,,,,,,,,,"399",,,,,"480",,,,"0",,,,,,"2147",,"441","-757",,"532",,,"5464",,,"250","2529",,,,,"271",,,,,"4943",,,"1994",,,,,,,"3305","222",,"201",,"284",,,"-135",,,"480",,"0",,,,,,"52",,,,,,,"101","-757",,,"-277","-277","907","19",,,,"60","1",,"68","0",,,,,,,,,,,,,,,"250","290",,,,,,,"-432","521",,,"656",,,,"651",,,,,,,
"1955",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"157",,"0",,,,,,,,,,,,,,,,,,,,,"327",,,,,"741",,,,"0",,,,,,"2319",,"490","-685",,"594",,,"5874",,,"261","2535",,,,,"617",,,,,"4996",,,"2119",,,,,,,"3285","228",,"211",,"313",,,"-101",,,"741",,"0",,,,,,"48",,,,,,,"94","-685",,,"56","56","905","-23",,,,"59","1",,"97","0",,,,,,,,,,,,,,,"261","594",,,,,,,"-437","878",,,"726",,,,"661",,,,,,,
"1956",,,,,,,"","","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-121",,"0",,,,,,,,,,,,,,,,,,,,,"330",,,,,"579",,,,"0",,,"",,,"2364",,"544","-752",,"642",,,"6100",,,"279","2693",,,,,"412",,,,,"5409",,,"2208",,,,,,,"3534","213",,"229",,"351",,,"-52",,,"579",,"0",,,,,,"43",,,,,,,"52","-752",,,"-173","-173","1048","-106","",,,"60","0",,"82","0",,,,,,,,,,,,,,,"279","306",,,,,,,"-427","691",,,"743",,,,"685",,,"","",,,
"1957",,,,,,,"","","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"57",,"0",,,,,,,,,,,,,,,,,,,,,"378",,,,,"678",,,,"0",,,"",,,"2592",,"621","-726",,"657",,,"6455",,,"288","2759",,,,,"526",,,,,"5641",,,"2284",,,,,,,"3736","225",,"238",,"363",,,"-105",,,"678",,"0",,,,,,"46",,,,,,,"42","-726",,,"-48","-48","1090","-87","",,,"61","0",,"69","0",,,,,,,,,,,,,,,"288","439",,,,,,,"-382","814",,,"728",,,,"714",,,"","",,,
"1958",,,,,,,"","","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"162",,"0",,,,,,,,,,,,,,,,,,,,,"356",,,,,"787",,,,"0",,,"",,,"2725",,"660","-760",,"859",,,"6910",,,"296","2764",,,,,"623",,,,,"5991",,,"2317",,,,,,,"3788","235",,"245",,"429",,,"-135",,,"787",,"0",,,,,,"42",,,,,,,"6","-760",,,"27","27","1310","-114","",,,"61","0",,"72","0",,,,,,,,,,,,,,,"296","509",,,,,,,"-347","919",,,"804",,,,"737",,,"","",,,
"1959",,,,,,,"","","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"56",,"0",,,,,,,,,,,,,,,,,,,,,"341",,,,,"366",,,,"0",,,"",,,"2758",,"711","-877",,"897",,,"7165",,,"300","2932",,,,,"525",,,,,"6340",,,"2407",,,,,,,"4016","268",,"250",,"482",,,"-567",,,"366",,"0",,,,,,"60",,,,,,,"0","-877",,,"-511","-511","1433","-121","",,,"64","0",,"72","0",,,,,,,,,,,,,,,"300","404",,,,,,,"-348","825",,,"799",,,,"768",,,"","",,,
"1960",,,,,,,"","","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-198",,"0",,,,,,,,,,,,,,,,,,,,,"456",,"0",,,"228",,,,"0",,,"",,,"2726",,"780","-898",,"913",,,"7351",,,"306","3085",,,,,"266",,,,,"6779",,,"2533",,,,,,,"4353","298",,"257",,"520",,,"-472",,,"228",,"0","0",,,,,"51",,,,,,,"0","-898",,,"-670","-670","1445","-136","",,,"74","0",,"83","0",,,,,,,,,,,,,,,"306","130",,,,,,,"-328","572",,,"888",,,,"818",,,"","",,,
"1961",,,,,,,"","","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-155",,"0",,,,,,,,,,,,,,,,,,,,,"544",,"0",,,"360",,,,"0",,,"",,,"3077",,"828","-1068",,"1072",,,"8013",,,"254","3227",,,,,"512",,,,,"7247",,,"2712",,,,,,,"4710","329",,"270",,"509",,,"-553",,,"360",,"0","0",,,,,"50",,,,,,,"0","-1068",,,"-708","-708","1573","-183","",,,"97","0",,"87","0",,,,,,,,,,,,,,,"254","329",,,,,,,"-484","766",,,"928","0",,,"858",,,"","",,,
"1962",,,,,,,"","","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"41",,"0",,,,,,,,,,,,,,,,,,,,,"561",,"0",,,"697",,,,"0",,,"",,,"3456",,"926","-1192",,"1197",,,"8745",,,"239","3372",,,,,"845",,,,,"7661",,,"2868",,,,,,,"5024","348",,"279",,"574",,,"-536",,,"697",,"0","0",,,,,"74",,,,,,,"0","-1192",,,"-495","-495","1720","-246","",,,"98","0",,"109","0",,,,,,,,,,,,,,,"239","599",,,,,,,"-558","1084",,,"910","520",,,"879",,,"","",,,
"1963",,"-276",,"125",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,"0",,"261","-631","-10","58",,"-22","1",,,,,,,,,,,"-363",,,,,,"6","522",,"1425","33","-22","758",,"631","-283","0",,"-10","",,,"3387",,"1031","-1370",,"1303",,,"8969",,"-31","363","3232",,,,,"739",,,,,"7867",,,"2914","5386",,,,"0",,"5258","395",,"283",,"535",,,"19",,,"758",,"0","535",,,,"465","105","432","600",,,,,"0","-1370",,,"-612","-612","1892","-799","",,,"116","0",,"129","0",,,,,,,,,,,,,"789","92","363","-60",,,,,,,"-571","1102",,,"969","461",,,"894",,,"","",,,
"1964",,"-329",,"420",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,"0",,"282","-139","-12","140",,"-18","57",,,,,,,,,,,"93",,,,,,"7","465",,"1510","-7","-17","1096",,"569","219","0",,"-12","",,,"3594",,"1159","-1827",,"1444",,,"9736",,"172","384","3430",,,,,"1055",,,,,"8297",,,"3233","5962",,,,"0",,"5580","401",,"299",,"600",,,"-592",,,"1096",,"0","547",,,,"570","117","577","741",,,,,"0","-1827",,,"-731","-731","2001","-466","",,,"145","0",,"157","0",,,,,,,,,,,,,"982","98","384","589",,,,,,,"-728","1439",,,"980","424",,,"942",,,"","",,,
"1965",,"-569",,"553",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,"0",,"300","-631","-13","83",,"0","-11",,,,,,,,,,,"-422",,,,,,"8","495",,"1790","22","10","1264",,"553","-231","0",,"-13","",,,"4098",,"1249","-2006",,"1685",,,"10969",,"455","427","3901",,,,,"1274",,,,,"9268",,,"3600","6606",,,,"0",,"6058","403",,"314",,"662",,,"-111",,,"1264",,"0","577",,,,"689","139","667","1008",,,,,"0","-2006",,,"-742","-742","2315","-1068","",,,"158","0",,"190","0",,,,,,,,,,,,,"1128","74","427","206",,,,,,,"-837","1701",,,"1011","318",,,"1000",,,"","",,,
"1966",,"-815",,"574",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"23",,,,,,,,,"0",,"327","100","-23","115","7019","34","-30",,,,,,,,,,,"91",,,,,,"8","480",,"1916","-1","54","1581",,"414","152","0",,"-23","",,,"4631",,"1481","-2332",,"1804",,,"12092",,"546","454","4175",,,,,"1603",,,,,"10035",,,"3894","8963",,,,"0",,"6584","443",,"332",,"764",,,"-851",,,"1581",,"0","636",,,,"842","173","843","960",,,,,"0","-2332",,,"-751","-751","2488","-601","",,,"150","0",,"202","0",,,,,,,,,,,,,"987","37","454","1002",,,,,,,"-902","2057",,,"1088","397",,,"1029",,,"","",,,
"1967",,"-411",,"1150",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"1171",,,,,,,,,"0",,"357","-309","-24","111","6979","2","202",,,,,,,,,,,"81",,,,,,"8","720",,"2113","-26","7","1655",,"722","182","0",,"-24","",,,"5339",,"1706","-3015",,"1924",,,"13521",,"398","490","4562",,,,,"1718",,,,,"11313",,,"4365","9782",,,,"0",,"7479","464",,"347",,"831",,,"-1051",,,"1655",,"0","770","3683",,,"1137","194","1163","1120",,,,,"0","-3015",,,"-1360","-1360","2822","-935","",,,"151","0",,"425","0",,"0",,,,,,,,,,,"1846","46","490","783",,,,,,,"-1092","2208",,,"1158","433",,,"1038",,,"","",,,
"1968",,"-938",,"751",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"1299",,,,,,,,,"0",,"375","-96","-18","22","6887","3","89",,,,,,,,,,,"62",,,,,,"9","801",,"2387","-34","59","2390",,"546","132","0",,"-18","",,,"5961",,"1898","-3197",,"2161",,,"15355",,"589","513","4812",,,,,"2422",,,,,"12420",,,"5042","10584",,,,"0",,"8026","583",,"376",,"975",,,"-711",,,"2390",,"0","940","4207",,,"1066","225","1100","1135",,,,,"0","-3197",,,"-807","-807","3255","-1326","",,,"134","0",,"674","0",,"0",,,,,,,,,,,"1263","122","513","1096",,,,,,,"-1192","2935",,,"1295","454",,,"1084",,,"","",,,
"1969",,"-2347",,"-895",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"1431",,,,,,,,,"0",,"388","-186","-20","91","6667","6","-221",,,,,,,,,,,"-1198",,,,,,"12","726",,"2453","-210","15","3638",,"578","-1144","0",,"-20","",,,"6721",,"2099","-3080",,"2242",,,"17310",,"556","535","4977",,,,,"3726",,,,,"13049",,,"5855","11477",,,,"0",,"8359","688",,"402",,"1132",,,"744",,,"3638",,"0","1095","4884",,,"686","243","896","1134",,,,,"0","-3080",,,"558","558","3497","-2721","",,,"174","0",,"815","0",,"0",,,,,,,,,,,"-527","191","535","1005",,,,,,,"-1191","4261",,,"1333","427",,,"1165",,,"","",,,
"1970",,"-2446",,"-864",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"1768",,,,,,,,,"0",,"437","1357","-22","-45","6620","5","359",,,,,,,,,,,"-123",,,,,,"15","793",,"2775","129","9","4012",,"516","14","0",,"-22","",,,"7706",,"2456","-3257",,"2655",,,"19365",,"721","586","5563",,,,,"4381","1368",,,,"14398",,,"6350","12470",,,,"0",,"9372","642",,"448",,"1276",,,"-602",,,"4012",,"0","1125","5681",,,"990","267","861","1237",,,,,"0","-3257",,,"755","755","3834","-1761","",,,"138","0",,"770","0",,"0",,,,,,,,,,,"-219","208","586","2620",,,,,,,"-1263","4967",,,"1347","409",,,"1150",,,"","",,,
"1971",,"-1366",,"516",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"1627",,,,,,,,,"0",,"465","860","-33","-44","6994","84","507",,,,,,,,,,,"143",,,,,,"59","864",,"3006","44","81","3283",,"636","325","0",,"-33","",,,"8294",,"2873","-3538",,"2826",,,"20505",,"737","656","6307",,,,,"3663","1424",,,,"16186",,,"6380","13655",,,,"0",,"10702","663",,"545",,"1474",,,"-1115",,,"3283",,"0","1286","6339",,,"1189","313","1145","1373",,,,,"0","-3538",,,"-255","-255","4186","-1640","",,,"182","0",,"869","0",,"0",,,,,,,,,,,"1196","213","656","2023",,,,,,,"-1163","4319",,,"1461","490",,,"1101",,,"","",,,
"1972",,"-529",,"1423",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"1529",,,,,,,,,"0",,"511","-1062","-48","-135","7459","37","125",,,,,,,,,,,"-284",,,,,,"25","1100",,"3565","-108","20","1700",,"514","12","0",,"-48","",,,"8420",,"3258","-3193",,"3337",,,"21685",,"873","741","7087",,,,,"2126","1517",,,,"18818",,,"6609","14903",,,,"0",,"12257","750",,"579",,"1628",,,"-431",,,"1700",,"0","1628","6553",,,"971","437","1079","1387",,,,,"0","-3193",,,"-1493","-1493","5039","-1902","",,,"201","0",,"694","0",,"0",,,,,,,,,,,"1829","221","741","224",,,,,,,"-1286","2867",,,"1696","377",,,"1170",,,"","",,,
"1973",,"514",,"2272",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"1961",,,,,,,,,"-222",,"687","-2464","-46","37","7566","34","428",,,,,,,,,,,"-392",,,,,,"28","1304",,"4005","482","74","1401",,"1367","65","0",,"-46","",,,"9651",,"4019","-4141",,"3937",,,"23878",,"1017","869","7951",,,,,"1918","1618",,,,"21091",,,"6634","17020",,,,"0",,"14124","697",,"674",,"1864",,,"-276",,,"1401",,"1631","1664","7231",,,"1223","483","741","2384",,,,,"0","-4141",,,"-2740","-2740","5487","-2371","",,,"173","0",,"765","0",,"0",,,,,,,,,,,"4121","234","869","-453",,,,,,,"-2011","2787",,,"1896","161",,,"1101",,,"","",,,
"1974",,"1673",,"3594",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"2949",,,,,,,,,"-329",,"802","-2634","-62","8","7554","62","1233",,,,,,,,,,,"610",,,,,,"33","2680",,"5009","799","124","719",,"2054","1229","0",,"-62","",,,"13229",,"4724","-5029",,"5000",,,"30201",,"1276","1067","10149",,,,,"2163","1556",,,,"26971",,,"7733","20007",,,,"0",,"18604","672",,"817",,"2254",,,"-1676",,,"719",,"2937","1966","9366",,,"1444","559","645","3330",,,,,"0","-5029",,,"-4310","-4310","6718","-1985","",,,"213","0","2466","780","0",,"0",,,,,,,,,,,"6447","243","1067","178",,,,,,,"-2812","3230",,,"2257","36",,,"1283",,,"","",,,
"1975","","4959","2683","8160",,"","","","0","","",,,,,,,,"0",,,,,"",,,,,,"2404",,,,,,,,,"-189",,"930","-4543","-69","413","7978","580","2063",,"",,"",,"",,,"",,"-170","",,,"",,"41","2992",,"6529","412","611","-849",,"1595","515","0",,"-69","",,,"17265",,"7676","-6362",,"6848",,,"38466",,"1189","1361","13524",,,,,"466","1521",,,,"36639",,,"9354","23028",,"",,"","","25602","715","","1012",,"2599",,,"-2668",,,"-849",,"3684","2571","14188",,,"2424","733","2012","2784","","","","","1","-6362",,,"-7211","-7211","8739","-2608","",,,"325","0","3150","960","0",,"0",,,,,,,"","","",,"10167","304","1361","-2142",,,,,,,"-2401","1827",,"","2840","16","","","1584","",,"","",,,""
"1976","","4795","2426","6807",,"","","","0","","",,,,,,,,"0",,,,,"",,,,,,"2230",,,,,,,,,"-185",,"1183","-5593","-197","-93","8418","60","1147",,"",,"",,"",,,"",,"154","",,,"",,"97","2911",,"8107","1024","307","-1025",,"1092","391","0",,"-197","",,,"19392",,"9332","-6936",,"8423",,,"44940",,"512","1657","16150",,,,,"-967","1941",,,,"44250",,,"10963","24499",,"",,"","","30171","861","","1278",,"3192",,,"-2368",,,"-1025",,"4106","3241","16826",,,"2524","846","1500","1604","","","","","2","-6936",,,"-7961","-7961","10898","-2757","",,,"467","0","3671","1151","0",,"0",,,,,,,"","","",,"8923","335","1657","-3724",,,,,,,"-1869","690",,"","3833","22","","","1807","",,"","",,,""
